乘隙,顺便
余暇,闲散
缅想,思念
耐人寻味,回味无穷
不知所措,罔知所措
相像,肖似
女乐,歌女
见教,赐教
一言不发,不言不语
青蝇染白,青蝇点素
手挥目送,目送手挥
阻截,阻止
哀哀欲绝,悲不自胜
皓首穷经,学而不厌
轻蔑,不屑
汉子,丈夫
拔本塞原,拔本塞源
乐工,乐师
招权纳贿,招权纳赇
开初,起初
坚固,结壮
乌灯黑火,黑灯瞎火
厕纸,草纸
记取,记着
商人,市井
交班,接班
昂首阔步,高视阔步
责罚,惩罚
拔刀相助,置身其中
平安无事,平平安安
永不磨灭,永垂不朽
倩女离魂,离魂倩女
看成,当作
丰采,品貌
限日,限期
相惊伯有,自相惊扰
裸体,赤身
啜菽饮水,歠菽饮水
一日千里,与日俱增
吠非其主,狗吠非主
不自量力,螳臂挡车
忸怩不安,扭扭捏捏
如饥似渴,孳孳不倦
训斥,怒斥
痛苦,沉痛
遍体鳞伤,百孔千疮
无计可施,没计奈何
琐细,零碎
宽容,体谅
凄切,凄婉
知疼着热,知疼着痒
时局动荡,沧海横流
操持,办理
交头接耳,街谈巷议
口传心授,口耳相传
离经叛道,大逆不道
反击,抗击
清香,芬芳
巴巴结结,结结巴巴
心胆俱碎,惊恐万状
论争,论战
两头白面,两面讨好
有效,灵验
冷嘲热讽,冷语冰人
焚膏继晷,通宵达旦
盲人扪烛,盲翁扪籥
时运不济,命蹇时乖
羽士,道士
东游西荡,东游西逛
诘问,追问
拥护,附和
术数,神通
适意,舒适
兴趣,酷好
切切,千万
后起之秀,后来居上
市价,时价
高尚,尊贵
奢华,浮华
钦慕,爱慕
漏洞百出,八花九裂
悬门抉目,抉目悬门
澄清,清撤
得知,获悉
喜鼎,恭喜
内地,腹地
设法,想法
兴致索然,意兴索然
武艺,身手
体裁,文体
断齑画粥,断齑块粥
任命,委任
乐昌之镜,乐昌破镜
披星戴月,早出晚归
初稿,稿本
关切,关心
分外,非分
时令,季节
周旋,相持
拘禁,拘押
信号,灯号
口传心授,以心传心
犁庭扫穴,犁庭扫闾
互助,相助
大有作为,有所作为
文雅,大雅
欢然,陶然
力所能及,能者多劳
舐犊之爱,舐犊情深
尘土,尘埃
目田,自由
羽毛丰满,孔武有力
若干,几多
区域,地域
冷心冷面,冷酷无情
偃武修文,放牛归马
放松,减弱
可以,可能
出售,出卖
守猎,狩猎
群魔乱舞,狼奔豕突
一点,少许
议论纷纭,议论纷错
斗筲之人,斗筲之器
邂逅相遇,不期而遇
警惕,机警
挑剔,抉剔
左道旁门,邪魔外道
民膏民脂,民脂民膏
乘间伺隙,乘间抵隙
糊口,生活
精粹,英华
丧妻之痛,鼓盆之戚
怀才不遇,骥服盐车
东奔西跑,走街串巷
自作聪明,自我解嘲
后进,落后
怀璧其罪,象齿焚身
拨草寻蛇,自讨苦吃
天马行空,龙飞凤舞
宿愿,心愿
一石二鸟,一箭双雕
草行露宿,露宿风餐
不攻自破,莫名其妙
诘屈磝碻,诘屈聱牙
世界,天下
沥胆堕肝,沥胆隳肝
死皮赖脸,软磨硬泡
魂灵,魂魄
怀孕,受孕
含垢包羞,含垢忍辱
挥发,蒸发
不约而同,异曲同工
推举,推选
升堂入室,登堂入室
口误,失口
不经之谈,不易之论
记挂,驰念
大量,洪量
活该,该死
串同,勾通
眉开眼笑,笑容可掬
卤莽,粗莽
褴褛,破烂
娇小玲珑,小巧玲珑
戏班,梨园
人莫予毒,莫予毒也
夜深,更阑
洁白,纯净
偏执,偏激
胡言乱语,悖言乱辞
天翻地覆,东海扬尘
专横跋扈,横行霸道
贪馋,饕餮
投鼠忌器,投鼠之忌
回乡,旋里
不足为奇,数见不鲜
比武,交手
稳妥,稳当
少安毋躁,稍安毋躁
成心,故意
不才,鄙人
劫持,挟制
东奔西走,走南闯北
壮举,豪举
品行,操行
坐视不救,幸灾乐祸
奴颜婢膝,奴颜媚骨
撤除,拆除
便服,燕服
膝行匍伏,膝行蒲伏
怨入骨髓,恨之入骨
好景不常,好景不长
交口称赞,颂声载道
争奇斗艳,争妍斗艳
不祥之兆,凶多吉少
背信,违约
云涌风飞,云涌飙发
辩解,辩白
诱饵,钓饵
因循,复古
池沼,沼泽
撤离,撤退
群策群力,通力合作
一之为甚,一之已甚
潸然泪下,泪流满面
化妆,妆点
意气扬扬,志得意满
扶弱抑强,扶危济困
深不可测,神秘莫测
沃田,沃畴
海军,舟师
旭日初升,旭日东升
埋天怨地,怨天尤人
文字,翰墨
悲观,绝望
不合情理,说不过去
一定不易,一定不移
沉着,平静
丰盈,丰满
土话,方言
忍受,容忍
详实,详确
兑换,承兑
活路,活门
重义轻生,重气轻命
离职,去职
如泣如诉,扣人心弦
接风,洗尘
丧胆销魂,亡魂丧胆
曲缩,蜷缩
在意,留心
颖异,颖悟
善始善终,一以贯之
一言半语,一声不响
成本,老本
吉事,喜事
各抒已见,各抒所见
谗口铄金,众口铄金
匡正,指正
记忆犹新,言犹在耳
扼要,简要
一时半刻,一时半晌
以身作则,言传身教
买卖,交易
山木自寇,直木先伐
不痛不痒,转弯抹角
改行,转业
鲁阳挥日,鲁阳挥戈
指桑骂槐,打鸡骂狗
四周,边缘
载歌载舞,翩翩起舞
不声不响,不声不气
任务,工作
金兰之契,莫逆之交
新月,眉月
包围,困绕
囊括,席卷
堕入,陷入
按兵束甲,放牛归马
灵丹圣药,灵丹妙药
自说自话,自言自语
瘦小,矮小
冷冰冰,冷飕飕
提款,支款
海市蜃楼,子虚乌有
齐心合力,戮力同心
集腋成裘,众擎易举
运筹决策,运筹画策
沉没,泯没
声气相求,声气相投
二三其德,二三其意
上升,上涨
就汤下面,趁机行事
噩耗,凶讯
炎暑,盛暑
遇难成祥,遇难呈祥
劫数难逃,在劫难逃
言不达意,言不逮意
万不得已,必不得已
外行,生手
革面敛手,洗心革面
动手,起头
争辨,强辩
提要钩玄,纲举目张
停工,收工
住址,地址
低头,垂头
龙腾虎踯,龙腾虎掷
严实,严密
暴躁,躁急
做神做鬼,做鬼做神
活蹦乱跳,欢蹦乱跳
李下瓜田,瓜田李下
草菅人命,生杀予夺
昵称,爱称
及锋而试,捷足先得
上天入地,踢天弄井
囊中物,瓮中鳖
荒疏,疏弃
深厉浅揭,因地制宜
下狱,坐牢
地面,大地
任其自流,任其自然
沃土,膏壤
机器,机械
视人如伤,视下如伤
知难而上,知难而进
吻合,契合
酣嬉淋漓,酣畅淋漓
忙碌,忙活
忘恩背义,背义忘恩
遍地,四处
富商,殷商
一伙,疑虑
鼎成龙升,鼎成龙去
息争,妥协
万寿无疆,长命百岁
欣赏,饱览
歪打正着,误打误撞
挥霍无度,挥金如土
曲尽其妙,跃然纸上
马革盛尸,裹尸马革
相差,相差
骆驿不绝,络绎不绝
有口难言,难言之隐
激战,鏖战
一望无际,无远弗届
何啻,岂止
春风满面,春风得意
片甲不存,片甲无存
信任,确信
奥妙,巧妙
讲价,论价
尺布斗粟,斗粟尺布
风言风语,尖言冷语
信宿,翌晚
如渴如饥,如饥如渴
乳名,小名
狐朋狗友,猪朋狗友
呼天抢地,捶胸顿足
翻江倒海,雷霆万钧
这儿,这边
卓乎不群,卓逸不群
渴慕,渴望
闯南走北,走南闯北
含血喷人,恶语中伤
借古讽今,含沙射影
贯通融会,豁然贯通
问长问短,问这问那
缧绁,监牢
告知,奉告
昂贵,腾贵
焦金流石,燋金烁石
与虎谋皮,水中捞月
盘点,盘货
叫好,喝彩
成仙,羽化
防萌杜渐,防微杜渐
节约,节省
小屈大伸,小屈大申
侍者,酒保
意得志满,志得意满
心如止水,心如古井
品头论足,品头题足
密密层层,鳞次栉比
秃子,秃顶
一无所知,不得而知
呈报,陈诉
亡戟得矛,有得有失
奇形怪状,鬼形怪状
日食万钱,食日万钱
扪心自问,抚躬自问
尊老爱幼,敬老尊贤
隐晦曲折,含沙射影
立地成佛,一步登天
支援,增援
宦海,政界
巧取豪夺,敲榨勒索
执掌,经管
老调重弹,老生常谈
打情骂俏,打情骂趣
瘦弱,孱弱
纸醉金迷,骄奢淫逸
负老提幼,负老携幼
特长,善长
搀行夺市,欺行霸市
大骂,痛骂
无误,精确
子承父业,父析子荷
删繁就简,芟繁就简
从善如流,闻过则喜
工夫,手艺
天潢贵胄,遥遥华胄
权宜之计,缓兵之计
更深人静,更深夜静
事过境迁,世易时移
偷盗,偷窃
偃武修文,偃武崇文
朋党比周,阿党比周
久旱,亢旱
乱用,滥用
铢积寸累,铢寸累积
轻巧,轻快
六韬三略,龙韬豹略
勒索,绑架
免除,解任
海屋添筹,海屋筹添
船主,船长
挖耳当招,自作多情
视为儿戏,视同儿戏
妆饰,藻饰
怒气,肝火
自圆其说,面面俱到
椎心泣血,捶胸顿足
戏子,优伶
漫笔,杂文
黜幽陟明,黜幽陟明
低沉,低落
鸿文,大作
暴虎冯河,楞头楞脑
大怒,震怒
唇枪舌剑,舌剑唇枪
隆运,鸿运
名过其实,过甚其词
乳臭未干,年幼无知
含笑九泉,死而无憾
一样,相同
昭彰,显然
满目疮痍,千疮百孔
前俯后仰,哄堂大笑
扬武耀威,扬威耀武
抢先,争先
包容,见原
利诱,诱惑
劝告,告戒
柳暗花明,美不胜收
一鳞半甲,一鳞片甲
精灵,机灵
沾花惹草,问柳寻花
感想,感慨
七上八下,忐忑不定
暴徒,凶徒
当先,领先
左右逢源,面面俱圆
走狗,走狗
沉浸,浸浴
没大没小,目无尊长
冒冒失失,失张冒势
含混,混沌
挺直,笔直
补偏救弊,补苴罅漏
分工,单干
遮挡,遮蔽
蛾眉皓齿,蛾眉螓首
动弹,转动
逃匿,逃避
盈余,红利
暴风骤雨,急风骤雨
直言勿讳,直言无隐
岁月,韶华
虽死犹荣,虽败犹荣
照看,照管
激发,激勉
思贤若渴,求贤若渴
令人咋舌,令人作呕
正犯,首犯
七零八落,乌七八糟
乘客,旅客
鸡皮鹤发,鸡肤鹤发
愁眉苦眼,愁眉苦脸
鹰睃狼顾,鹰视狼顾
弹奏,演奏
耗损,损失
严紧,紧密
规行矩步,循规蹈矩
勉为其难,逼良为娼
侠肝义胆,见义勇为
输肝写胆,输肝沥胆
延颈举踵,延颈企踵
嘻皮笑脸,嬉笑怒骂
停车,泊车
不当,欠妥
新人,新秀
量入为出,量入计出
其势汹汹,饿虎扑食
不测之忧,不测之祸
卓立鸡群,鹤立鸡群
规矩准绳,规矩绳墨
肝脑涂地,出生入死
悲哀,悲戚
一了百了,寿终正寝
招蜂惹蝶,惹草拈花
何如,怎么
收关,最后
气充志骄,气骄志满
千随百顺,百依百顺
必定,必然
事迹,古迹
庆祝,致贺
不足为奇,不以为奇
运斤成风,运用自如
消亡,息灭
脱漏,遗漏
求学,肄业
日中则昃,日中必移
违法,违纪
告终,了结
分派,分拨
整天,全日
媲美,逊色
田单,田契
因噎废食,闻噎废食
穷冬,隆冬
情感,情绪
州伯,州长
分散,分布
弥天大罪,滔天罪行
最近,近来
文句,词句
不亢不卑,不卑不亢
内外,表里
积恶,造孽
一册,一本
气昂昂,雄纠纠
万事亨通,万事如意
翘足引领,翘首引领
推举,选举
黄钟毁弃,黄钟长弃
荆钗布裙,布裙荆钗
许久,迂久
占领,攻陷
不刊之论,不刊之说
东挪西撮,东挪西借
惨绿少年,翩翩公子
坐镇,镇守
选民,公民
刳胎杀夭,刳胎焚夭
灰尘,尘埃
理所必然,理所当然
聊以卒岁,艰难竭蹶
酸楚,辛酸
枕戈坐甲,枕戈待旦
不屈,不平
闪动,闪灼
以邻为壑,嫁祸于人
混淆是非,倒打一耙
两小无猜,卿卿我我
腼颜人世,靦颜人世
畏首畏尾,胆小如鼠
尊重,恭敬
促膝长谈,夜雨对床
冉冉,慢慢
那边,哪里
慷慨,豪爽
下气怡声,下气怡色
以德报怨,以直抱怨
岿然不动,安如泰山
日历,日期
哀告,求告
低三下四,低声下气
混世魔王,凶神恶煞
有伤风化,伤风败俗
风和日暖,风和日丽
缉捕,缉拿
祝贺,恭喜
一波三折,跌宕起伏
抓住,收拢
山洞,岩穴
铩羽,失利
奋起直追,迎头赶上
日和风暖,日暖风恬
奉献,捐献
浓妆艳抹,浓装艳抹
惹人注目,引人注目
斗南一人,盖世无双
喧传,哄动
强壮,矫健
入伍,服役
海浪,海潮
照样,还是
持盈保泰,持盈守成
散乐,百戏
目迷五色,眼花撩乱
坐卧不离,形影不离
无数,多数
牵强附合,穿凿附会
兴兵,出兵
轮廓,概况
姑娘,小姐
沸反连天,沸反盈天
桀骜不驯,傲头傲脑
太甚,太过
故伎重演,故技重演
穷困,贫寒
忐忑不安,盲人摸象
无间可乘,无隙可乘
捐躯,献身
出人意料,出其不意
一厢情愿,如意算盘
披头散发,钗横鬓乱
坐以待旦,秉烛待旦
死而不悔,死而无悔
不相往来,不相闻问
面誉背毁,面誉背非
图谋,希图
弦外有音,弦外之意
佃农,租户
甘霖,甘露
注册,挂号
前程万里,锦绣前程
肉食者鄙,贫贱骄人
荆棘塞途,荆棘载途
一张一弛,以逸待劳
上下,高低
涕泪交垂,涕泗横流
和善,仁爱
不知起倒,不识起倒
遗志,遗愿
生不逢辰,生不遇时
公牍,公文
入圣超凡,超凡入圣
思疑,嫌疑
贬抑,诽谤
海底捞针,海中捞月
弥天大谎,漫天大谎
共计,总计
不动声色,泰然自若
难舍难离,难舍难分
下世,来世
个人主义,本位主义
卖俏行奸,卖俏迎奸
生死与共,生死相许
慢条斯礼,慢腾斯礼
丹方,方子
去粗取精,取精用宏
成年累月,天天向上
占据,占有
金钱万能,钱可通神
沉闷,烦闷
凡夫,凡人
经久,历久
拙笨,迟笨
灌夫骂坐,灌夫骂座
回文,回环
美德,良习
废品,废物
遗址,遗迹
切口,暗语
用度,费用
搏斗,肉搏
神差鬼遣,神差鬼使
惊异,讶异
笔墨,翰墨
抵赖,狡赖
能工巧匠,良工巧匠
孔方兄,阿堵物
常规,常例
闭门造车,向壁虚构
搜括,悉索
谙习,熟谙
朽木难雕,朽棘不雕
以理服人,言之成理
及第,登科
学如登山,学如穿井
配角,龙套
日上三竿,日高三丈
侧目,回避
天下一家,天下为公
朝不保夕,朝不及夕
供养,赡养
公子哥儿,纨裤子弟
规章,规定
依依难舍,依依惜别
人缘,缘分
木已成舟,已成定局
神头鬼脸,神头鬼面
眼力,视力
足不出门,足不窥户
甜津津,甜滋滋
人心所向,众星捧月
反咬一口,反面无情
寡情,薄幸
遗簪坠履,遗簪堕履
各样,各类
手无寸刃,手无寸铁
残余,渣滓
劝诱,蛊惑
军人,甲士
消弭,解除
凶信,凶讯
不可名状,不可言状
告诉,奉告
暗地,暗自
一暴十寒,有始无终
纯正,单纯
枢纽,要津
干涉,插手
时值,物价
偷换,掉包
碰面,见面
奖励,嘉勉
没大没小,没上没下
吸引,招引
顽皮贼骨,顽皮赖骨
阎君,阎罗
天地诛灭,天诛地灭
自作门户,自立门户
乳臭未干,黄口孺子
托钵,讨饭
除旧布新,涤秽布新
有益,合宜
勃勃生机,生机盎然
并吞,吞并
歹人,坏人
捉弄,调侃
瓜葛相连,瓜连蔓引
见德思齐,见贤思齐
自如,自若
版图,邦畿
遨游,翱游
生理,生计
弯曲,卷曲
古旧,破旧
力排众议,一言为定
盖印,盖章
丰厚,丰盛
丰富多采,琳琅满目
存在,保存
声明,注解
倾向,偏向
敌意,恶意
手到病除,着手成春
朗诵,诵读
不修边幅,不事边幅
一呼百诺,前呼后拥
傲慢,骄气
临阵磨刀,措手不及
修正,批改
巡察,巡缉
作别,道别
因敌为资,因敌取资
言近意远,言近旨远
埋伏,匿伏
山高水险,艰难险阻
机密,诡秘
似漆如胶,相亲相爱
小题大作,大做文章
连枝分叶,连枝带叶
不言而喻,不在话下
妒贤嫉能,争风吃醋
收尾,结尾
刀光剑影,刀光血影
艺人,演员
古刹,庙宇
戳破,点破
半子,女婿
口角流涎,垂涎欲滴
运动,疏通
傲睨一切,傲睨一世
洋化,西化
划船,荡舟
纯碎,纯朴
削足适履,截趾适履
美观,面子
唾弃,摒弃
风貌,风采
愁肠九转,愁肠寸断
变嫌,变调
打量,详察
颐性养寿,颐神养寿
难以启齿,难言之隐
闲居,平素
一网打尽,一网尽扫
愤世疾俗,愤世嫉俗
劳而无功,枉用心机
小心翼翼,敬小慎微
草菅人命,杀人如麻
合家欢乐,天伦之乐
少女,仙女
开支,支出
恩人,亲人
虚应故事,得过且过
下葬,埋葬
山清水秀,湖光山色
宏儒硕学,博学多才
申谢,道谢
劣匠,粗工
匮乏,紧缺
只管,只顾
凝合,凝聚
有求必应,来者不拒
口蜜腹剑,嘴甜心苦
旁若无人,大模大样
飞沙扬砾,飞砂扬砾
敬意,尊敬
鞠躬尽瘁,死而后已
快速,急迅
瘦削,消瘦
黯然无光,黯淡无光
穷巷,陋巷
长寿,长命
何乐不为,甘心情愿
奋勇前进,奋发图强
丧生,物化
兴邦立国,安邦兴国
心腹,亲信
沉李浮瓜,浮瓜沉李
遮三瞒四,遮遮掩掩
因何,为何
新居,新房
精湛,精熟
顺眼,悦目
大众,团体
摇动,晃悠
潜移默化,默转潜移
合流,干流
掩藏,掩蔽
使者,使臣
饱以老拳,饱飨老拳
管辖,统带
领袖,首级
渔利,牟利
挪用,调用
平庸,凡俗
吵杂,烦扰
日不移影,日不移晷
款子,金钱
好战,恋战
断定,判断
调剂,调度
身临其境,设身处地
加强,增强
接连,延续
朴直,耿直
抱头鼠窜,溜之大吉
秀美,秀雅
投亲靠友,求亲靠友
留恋,依恋
涉及,触及
活水,流水
纸醉金迷,金迷纸醉
大难,浩劫
不吝赐教,不吝珠玉
觉悟,憬悟
仁慈,慈善
目生,陌生
敬授人时,敬授民时
发扬,表现
借客报仇,探丸借客
抠门,小气
天府之国,鱼米之乡
酒囊饭袋,衣架饭囊
文书,文告
哑然失笑,情不自禁
急驰,狂奔
尊驾,阁下
如不胜衣,弱不禁风
烂熟,纯属
得体,端庄
兰交,至交
惠临,惠顾
购买,购物
披肝露胆,披露肝胆
盛名,闻名
抄掠,搜劫
刺眼,耀眼
危坐,端坐
堂倌,跑堂
叱骂,谩骂
色鬼,色魔
凶狠,悍戾
旷世,绝代
举足轻重,荦荦大者
玩火自焚,自食其果
对症下药,对症发药
未免,不免
祝嘏,祝寿
步履,行为
成效,生效
先辈,先进
得胜,告捷
丝毫,涓滴
地势,局面
乐不思蜀,流连忘反
透彻,透辟
人文主义,人道主义
明知故犯,执法犯法
方圆,周遭
目不斜视,目不邪视
荒唐,乖张
做张做智,做张做势
大器小用,大材小用
媒婆,牙婆
姊姊,老姐
绞尽脑汁,苦思冥想
反躬自省,清夜扪心
侨民,外侨
原址,旧址
寻常,正常
举手之劳,手到拈来
十二金牌,十万火急
偷天换日,暗度陈仓
国富民安,物阜民丰
旧式,老式
雪案萤灯,雪案萤窗
涉及,波及
彼众我寡,敌众我寡
命途多舛,时乖命蹇
茅屋,茅庐
商议,接头
须要,需求
莺吟燕舞,莺歌燕舞
始作俑者,罪魁祸首
世外桃源,鱼米之乡
刺眼,刺目
牝鸡晨鸣,牝鸡牡鸣
改姓易代,改朝换代
岁比不登,比年不登
无忧无虑,无虑无忧
幻术,魔术
感人肺腑,动人心弦
水准,水平
早夭,短寿
囫囵吞枣,生吞活剥
奇耻大辱,胯下之辱
狠劲,玩命
关怀备至,嘘寒问暖
亡命,流亡
访候,访问
研讨,探讨
委屈,屈身
野无遗才,野无遗贤
七步成章,七步成诗
浩大,伟大
巨擘,巨头
归入,纳入
故弄玄虚,莫测高深
一概,同等
口舌,吵嘴
那处,哪里
因祸得福,北叟失马
圣人,贤人
跖犬噬尧,跖犬吠尧
夫子,役夫
效愚,效忠
兴味盎然,兴趣盎然
挂彩,挂花
全神关注,全神倾注
